id,status,request_type,description,created,closed,response_hours,sla_breach,latitude,longitude,location_detail
3032041,Archived,Trash/Debris (Private Property),"The trash can has been sitting open in the street since trash day last week, and the recycle bins are sitting on the curb as well.",2016-10-31 07:28:00,2016-11-03 06:39:00,71.18333333333334,0,29.665941,-82.327568,228 NW 15TH AVE
6212155,Archived,Grass (Overgrown),Overgrown yard.,2019-07-16 12:41:00,2019-07-16 14:38:00,1.95,0,29.665697,-82.3159359,1504 NE 8TH ST
4586771,Archived,Sidewalk Repair,"Cracks in the sidewalk are so significant, they may be a tripping hazard. There are old white ""X"" marks, presumably by a city repair person. But that was several years ago and seems like this sidewalk has been forgotten. Thanks for your attention to it.",2018-06-20 20:48:00,2018-06-21 17:50:00,21.033333333333335,0,29.6480610581151,-82.3187527889896,401 SE 6TH TERR
4776620,Archived,General Code Issue,"The property owner has placed his trash on the vacant property next to my house.  They also park vehicles on this lot at times. I'm not sure if it's their property or not, but this garage needs to be removed from by my house.",2018-08-09 08:34:00,2018-08-10 08:15:00,23.683333333333334,0,29.6415788,-82.2946367,1050 SE 23RD AVE
3696261,Archived,Emergency - Flooding,Impassable,2017-09-11 12:04:00,2017-09-12 11:31:00,23.45,0,29.622341,-82.387562,3405 SW 40 BLVD
4914957,Archived,Other,loose dog.,2018-09-16 10:07:00,2018-11-15 15:27:00,1445.3333333333333,1,29.6794798421205,-82.3139594122767,2918 NE 10TH ST
4973146,Archived,Right-of-Way Maintenance,The sidewalk is becoming a hazard as it is overgrown with encroaching vegetation. This is just north of 1102 SW 6th St on the west side of the road.,2018-10-02 15:33:00,2018-10-03 11:10:00,19.616666666666667,0,29.6468348,-82.3363694,1100 SW 6TH ST
3842831,Archived,Road Repair,,2017-11-02 21:04:00,2017-11-07 11:22:00,110.3,1,29.6557445512475,-82.3214340209961,400-406 NE 5TH AVE
3697090,Archived,Tree/Limbs (Public Property),,2017-09-11 14:31:00,2017-09-12 18:11:00,27.666666666666668,0,29.6651611328125,-82.3463897705078,1760 NW 14TH AVE
3170134,Archived,Parking in Yard (Other Than Driveway),Four cars were parked in the yard.  One was in the grass.  See attached photo.,2017-01-25 18:46:00,2017-01-26 12:35:00,17.816666666666666,0,29.656925,-82.3451369,1712 NW 6TH AVE
1847376,Archived,Trash/Debris (Private Property),There are several large piles of Trash on the drive way.   Its been this was for several weeks.  The renters moved out and left the trash in the Driveway.  The yards grass is also over grown.,2015-08-14 13:21:00,2015-08-17 08:19:00,66.96666666666667,0,29.6867017887015,-82.3815215233464,3711 NW 38 DR/ST {THE VALLEY SUB}
6621479,Archived,Streetlight/Lamp,,2019-09-07 06:15:00,2019-09-12 13:17:00,127.03333333333333,1,29.6543504,-82.3432673,1605 NW 3RD PL
4257205,Archived,Tree/Limbs (Public Property),"Tree limb has fallen from live oak, in median of street.",2018-03-20 22:40:00,2018-03-21 08:11:00,9.516666666666667,0,29.6589971,-82.3189475,535 NE 8TH AVE
8873865,Archived,Traffic Enforcement,New Starbucks on this corner is causing traffic backup every morning. Not sure what can be done about this but it's become a regular problem. Right lane on southbound 441 and turn lane from people driving north attempting to enter. I drive through daily at about 8:10.,2020-11-06 10:21:00,2020-11-08 12:18:00,49.95,0,29.667346328522,-82.3391926288605,1614 NW 13TH ST
4906033,Archived,Street Sign,"There is a reserved space for Gainesville Police Department vehicles on SW 2nd Street that is not clearly marked.  People unfamiliar with Gainesville might not know what GDP is.  Please consider better signage for this reserved spot to prevent visitors to Gville from parking there. 

Also, would giving the police reserved parking in the garage closer to the substation be a better option?  Their cars will stay cooler under the cover of the garage and they will  be closer to the substation.",2018-09-13 12:33:00,2018-09-17 15:02:00,98.48333333333333,1,29.6513312956752,-82.3266036190491,19 SW 2ND ST
7768079,Archived,Vehicle (Abandoned/Non-Operational),inoperable car in yard,2020-05-06 11:14:00,2020-05-06 13:02:00,1.8,0,29.6914405,-82.3512076,4111 NW 21ST ST
8543363,Archived,Vehicle (Abandoned/Non-Operational),,2020-09-08 10:23:00,2020-09-09 17:00:00,30.616666666666667,0,29.695139983527,-82.3629469808019,2725 NW 44TH PL
7971304,Archived,General Code Issue,Campers on Mr. Popejoy property on NE 2nd St. just south of city owned culvert. Presently have campfire going. Please fence off this property or erect gate at NE 2nd St entry as dumpers are back to trashing area as well.,2020-06-09 13:41:00,2020-06-09 13:50:00,0.15,0,29.6645547612437,-82.3227882385254,1405 NE 2ND ST
6464548,Archived,Parking in Yard (Other Than Driveway),,2019-08-13 08:49:00,2019-08-13 09:28:00,0.65,0,29.654358909493,-82.3518259172163,2105 NW 3RD PL
1905962,Archived,Other,"You closed my first request to remove the trash tree obscuring pedestrian traffic in my neighborhood. The problem still exists! Can you have someone from the city trim this tree before a pedestrian is hurt or killed. This is NOT part of the Betty Hilgendorf building case, so please treat it separately.",2015-09-10 13:08:00,2015-09-10 16:35:00,3.45,0,29.6752600295439,-82.3328996576721,2400-2498 NW 8TH ST
4190114,Archived,Other,When will the pipe lining work on NE 9th St end?  It's noisy and smells up the entire area with solvents. Its also very disruptive to traffic. It's been going on for months now. How come nobody from the city has communicated disruptions and timeline to citizens?,2018-03-02 07:39:00,2018-03-06 06:51:00,95.2,1,29.6569386667691,-82.3148273710705,536-540 NE 9TH ST
3018071,Archived,Traffic/Pedestrian Signal,Right light,2016-10-22 10:28:00,2016-10-24 07:43:00,45.25,0,29.6522445678711,-82.3460998535156,1738 W UNIVERSITY AVE
3697727,Archived,Emergency - Tree or Brush Debris,Tree blocking entire roadway with powerlines and tangled in it.,2017-09-11 16:40:00,2017-09-14 10:31:00,65.85,0,29.6610827,-82.3230879,1105 NE ST
5385063,Archived,Vehicle (Abandoned/Non-Operational),Black SUV with flat tires and no registration parked in driveway.,2019-02-09 16:40:00,2019-02-11 09:13:00,40.55,0,29.669148,-82.3456305,1625 NW 19TH CIR
3545468,Archived,Streetlight/Lamp,,2017-07-08 21:45:00,2017-08-27 12:51:00,1191.1,1,29.6266002655029,-82.3860931396484,4062 PLAZA BLVD
3779391,Archived,Trash/Debris (Public Property),Tire and wheel,2017-10-13 19:07:00,2017-10-16 13:45:00,66.63333333333334,0,29.6631946512569,-82.3188629150391,1200 6TH ST
6858078,Archived,Noise Complaint,Very noisy pickup truck with muffler issue and person has air boat and starts the air boat engine with a deafening roar.  It awoke my family on a Sunday morning at 8 am and sacred our pet.  The noise is a load roar.,2019-10-21 13:01:00,2019-10-23 07:48:00,42.78333333333333,0,29.648727,-82.3629735,330 SW 27TH ST
4700646,Archived,Vehicle (Abandoned/Non-Operational),Blue Mazda 626 FL Tag M724GI. Vehicle parked on east side facing north for about a month.,2018-07-20 14:37:00,2018-07-31 17:07:00,266.5,1,29.62808,-82.342094,2500 SW 14TH PL
3105403,Archived,Road Repair,This pothole is located on the roadway between Panera Bread and Walgreens about 10 feet from Archer Rd.,2016-12-16 09:02:00,2016-12-19 12:57:00,75.91666666666667,1,29.6251609851717,-82.3741733580126,3443 SW ARCHER RD
8597733,Archived,Sidewalk Repair,"A portion of the sidewalk was removed for an adjacent Bed & Breakfast remodeling in the Fall of 2019. Could the missing section of the sidewalk please be paved? Located near the Matheson House in Sweetwater Park.

Previously reported on May 28, 2020:
https://seeclickfix.com/issues/7899187-sidewalk-repair

Originally reported on December 28, 2019: https://seeclickfix.com/web_portal/qY3dAyCAoB7xVRHGDf2x74hP/issues/7144641",2020-09-16 17:37:00,2020-09-28 20:40:00,291.05,1,29.6509709999203,-82.3195149760319,528 SE 1ST AVE
8311749,Archived,Trash/Debris (Public Property),plywood dumped north side of se 2 ave opposite 2013 se 2 ave,2020-08-03 14:06:00,2020-08-04 11:34:00,21.466666666666665,0,29.6500837137045,-82.2980931401253,2017 SE 2ND AVE
6057638,Archived,Other,"Every day when it rains there is flooding behind the Millhopper ER and around the Chase bank.  This flooding is in the roadway behind the Millhopper ER, the drive through at Chase, and into the EMS turn around at Millhopper ER.  There is a drain that is ineffective in the middle of this flooding.  Today a car ran into the drain because the drain cover came off and the car sustained a flat tire.  Each time EMS has to pick a patient up they have to drive through a foot of water not knowing what is potentially under the water.  This has been an issue since this lot opened 18 months ago and has not been addressed by the City of Gainesville.  Please address.",2019-06-19 21:57:00,2019-10-08 15:23:00,2657.4333333333334,1,29.7035799,-82.3893359,4388 NW 53RD AVE
4580091,Archived,Road Repair,,2018-06-19 09:50:00,2018-07-02 15:10:00,317.3333333333333,1,29.663186545766,-82.3864312802023,1199 NW 40 DR
4762617,Archived,Traffic/Pedestrian Signal,"The turn signal on the west bound lanes on 8th and 43rd  is not cycling correctly.  This problem has been happening on and off for a few months now.  Had backup this morning because light failed to cycle at least twice in a row.  Sometimes it works, sometimes it doesn't.  Just needs someone to look at it please.",2018-08-06 08:46:00,2018-08-06 10:42:00,1.9333333333333333,0,29.6595785502683,-82.3891108070081,NW 43RD ST
4330263,Archived,Tree/Limbs (Public Property),"Tree limbs, vines, and other vegetation are encroaching upon the sidewalk. Could they please be trimmed back? Located on the sidewalk running parallel to Waldo Rd. on the west side between Eastside Clinic and NE 3rd Ave.",2018-04-12 13:38:00,2018-04-16 07:19:00,89.68333333333334,1,29.6544828161215,-82.3099869486937,314 NE WALDO RD
5906728,Archived,Trash/Debris (Public Property),"As stated in title, at intersection of NW 6th St and 30th Ave",2019-05-24 06:51:00,2019-05-28 12:31:00,101.66666666666667,1,29.6791742009797,-82.3309666733352,2913 NW 6TH TER
1851425,Archived,Grass (Overgrown),,2015-08-17 11:23:00,2015-08-17 13:57:00,2.566666666666667,0,29.666389001261,-82.336299,1103 NW 16TH AVE
2078934,Archived,General Code Issue,Intersection of NW 43rd St and NW 8th Ave. NE corner,2015-11-28 13:52:00,2015-11-30 09:58:00,44.1,0,29.6595632631481,-82.3891168661093,747 NW 43RD ST
4389304,Closed,Tree Planting Suggestion,"Could this dead tree please be replaced with a living tree? Located on northbound side of NE Waldo Rd., directly across from entrance of UF East Campus.",2018-04-30 10:34:00,2021-06-17 15:58:00,27461.4,1,29.6709626676286,-82.2985545081328,2071-2121 NE STATE RD 24
2424103,Closed,Streetlight Repair,The pole is in the middle of the drive in the rear of a center I help manage.  This pole has been hit and damaged numerous times.  It was hit again sometime over the weekend and broke the concrete bollard protecting the pole leaving the pole unstable and in need of immediate repair.  I put flags in the grass area north of the current location and would like to ask that the pole be moved to that area to prevent future accidents before someone is seriously hurt.,2021-12-13 17:24:00,,,0,29.6524095,-82.3740721,"3452 W UNIVERSITY AVE, Gainesville, FL"
7437053,Archived,Tree/Limbs (Public Property),"A large tree in the public right of way between 1902 and 1904 NW 11th Road has been deemed a hazard by my neighbor's tree service. There is a dead section at the top, it drops a lot of dead material during wind events, the tree is quite old, and I am concerned about damage it might cause by more dropping limbs or falling over in a storm.  The private tree service recommends it be taken down. The City arborist has examined it on several occasions over the past 20 years and each time said it was not yet time to take it down. It has been several years since the last examination and am requesting the City take it down. It has reached its maturity.",2020-02-18 14:12:00,2020-02-24 16:30:00,146.3,1,29.6630798,-82.3477003,1902 NW 11TH RD
8787136,Archived,Parking Enforcement,Illegal neighborhood parking,2020-10-20 11:07:00,2020-10-27 09:13:00,166.1,1,29.6526497773445,-82.3538522133193,2205 NW FIRST AVE
4844649,Archived,Road Repair,"Hello! For apprx 2 weeks, there appears to be a leak coming from the ground right in front of the drainage ditch.  When you step on the roadway, water comes up from the ground.",2018-08-28 07:30:00,2018-09-04 10:34:00,171.06666666666666,1,29.658069,-82.3157461,806 NE 7THAVE
2608987,Archived,Trash/Debris (Public Property),Reporting a moderate amount of lawn debris that's been left outside 1214 SW 1st Ave. It's been there for weeks (I believe the owner / renter erroneously believes lawn debris is collected). Please help!,2016-06-19 16:26:00,2016-06-21 16:28:00,48.03333333333333,0,29.6511812,-82.3377155,1214 SW 1ST AVE
6766754,Archived,General Code Issue,They have been leaving these buckets out by the dumpsters next to Relish. They are disgusting and breeding mosquitoes.,2019-10-02 11:04:00,2019-10-02 11:34:00,0.5,0,29.6527089715255,-82.3449486494064,14 NW 17TH ST
2391615,Archived,Vehicle (Abandoned/Non-Operational),Complaints of vehicle repair in street. Veh has cones around it and jack underneath along with what may be brake pads or other parts.,2016-04-12 11:15:00,2016-06-21 12:34:00,1681.3166666666666,1,29.684287,-82.388558,3410 NW 42ND TER  ORIDA
3251580,Archived,Trash/Debris (Public Property),"In entering the roundabout from SW 38th Terrace, there is glass debris scattered around the street.",2017-03-06 17:47:00,2017-03-06 17:54:00,0.11666666666666667,0,29.6304639602507,-82.3810105357832,2323 SW 38TH TERR
2791923,Archived,Traffic/Pedestrian Signal,"The intersection of NW 14th Avenue and N Main street is very congested and has limited visibility for cars.  There should be a traffic light provided, like the one at NW 10th Avenue and N Main Street, or perhaps a traffic circle could be considered, or another alternative to reduce the congestion at the intersection during peak hours.",2016-08-12 08:34:00,2016-08-25 14:54:00,318.3333333333333,1,29.6647699,-82.3245642,1400 N MAIN ST
3838897,Archived,Road Repair,,2017-11-01 21:04:00,2017-11-07 11:51:00,134.78333333333333,1,29.6557064112475,-82.3216705322265,314-398 NE 5TH AVE
8571547,Archived,Garbage Pick Up & Recycling,Need pick up,2020-09-12 14:27:00,2020-09-15 06:37:00,64.16666666666667,0,29.69179167,-82.358275,4133 ALPINE DR
6113735,Archived,Sidewalk Repair,,2019-06-29 17:30:00,2019-07-01 08:07:00,38.61666666666667,0,29.66601780179,-82.3030605585489,1540 NE WALDO RD
6714617,Archived,Streetlight/Lamp,Streetlight flickering,2019-09-23 14:45:00,2019-09-27 11:31:00,92.76666666666667,1,29.69145,-82.3903515,4128 NW 43RD TER
8717129,Archived,Street Sign,Pavement markings inadequate to indicate which lane departing campus is allowed to continue straight through the intersection to Wawa  Please strongly consider signage on signal support cables.,2020-10-07 12:40:00,2020-10-07 13:37:00,0.95,0,29.6338095967789,-82.358634444034,2384–2398 SW ARCHER RD
5314880,Archived,Parking in Yard (Other Than Driveway),Parking on lawn every day,2019-01-22 13:46:00,2019-01-23 07:56:00,18.166666666666668,0,29.6537223232419,-82.3362921111189,1105 NW 3RD AVE
5417584,Archived,Grass (Overgrown),This appears to be City of Gainesville land that is not being maintained and looks really bad,2019-02-18 13:13:00,2019-02-19 08:34:00,19.35,0,29.6449779062456,-82.3335241529358,801-899 SW 8TH AVE
4629280,Archived,Grass (Overgrown),"Tall Grass and weeds, shrubs over grown",2018-07-02 15:24:00,2018-07-03 13:23:00,21.983333333333334,0,29.7028511,-82.3523359,2130 NW 52ND PL
2146713,Closed,Overgrown Grass,Home’s lawn is overgrown and unkempt.,2021-07-12 22:27:00,,,0,29.6482724,-82.3348328,"403 SW 10TH ST, Gainesville, FL"
2472163,Archived,Other,"Over 20 ground wasp nest at possum creek park next to trail. Along the northern section of trail, near the gazebo, near a large oak(?). See attached photos.",2016-05-08 20:23:00,2016-05-09 09:24:00,13.016666666666667,0,29.7021872156131,-82.3813943406554,4009 NW 53RD AVE
1956156,Archived,Grass (Overgrown),"Tall grass, property  owned by wells Fargo bank, 877-617-5274.",2015-10-05 11:29:00,2015-10-05 15:51:00,4.366666666666666,0,29.694504,-82.363712,4340 NW 27TH TERR
5726996,Archived,Traffic/Pedestrian Signal,"TRAFFIC LIGHT IS OUT AT SW 20TH AVE AND 34TH ST

CUSTOMER CONTACTED GRU TO REPORT THE OUTAGE.

-LUCAS THON
CSRII - GRU
352-334-3434",2019-04-19 12:13:00,2019-05-01 11:15:00,287.03333333333336,1,29.634271321511,-82.3725273298551,SW 20TH AVE
3694952,Archived,Tree/Limbs (Public Property),"A large oak tree fell and uprooted the support cables for the power pole across the street.  A power line to a single house is hanging, though not broken, and the pole is currently unsupported.  The tree is completely blocking NW 9th St. just North of 16th Ave.",2017-09-10 22:59:00,2017-09-11 08:21:00,9.366666666666667,0,29.6672001,-82.3338351,1621 NW 9TH ST
2106432,Archived,Vehicle (Abandoned/Non-Operational),"Blue PT Cruiser VIN: 3C4FY58B92T351663

Missing tag# 542LRE

Front desk said the vehicle has been there for at least 2 months",2015-12-15 14:33:00,2016-02-15 12:15:00,1485.7,1,29.6171459,-82.3838423,4000 SW 40TH BLVD
3236562,Archived,Other,large dog water valve broken,2017-02-27 13:56:00,2017-02-27 16:31:00,2.5833333333333335,0,29.7019340358115,-82.3848621879285,5015 NW 40 ST
6846663,Archived,General Code Issue,no tag left at repair shop parking lot,2019-10-18 09:53:00,2019-10-18 16:17:00,6.4,0,29.6527881,-82.373451,3433 NW 1ST CT
3697351,Archived,Emergency - Tree or Brush Debris,Tree down in the right-of-way partially blocking road way.,2017-09-11 15:25:00,2017-09-13 16:51:00,49.43333333333333,0,29.6727984,-82.3117347,1043 NE 22 AVE
2984251,Archived,Emergency - Other,claw truck pile,2016-10-10 13:16:00,2016-11-02 10:43:00,549.45,1,29.669125,-82.386368,4027 NW 18TH PL
3373654,Archived,Streetlight/Lamp,Both street lights go dark for several minutes (independently) and restart for a moment and go dark again.,2017-04-28 16:08:00,2017-05-03 08:43:00,112.58333333333333,1,29.670772,-82.344426,1666 NW 19TH CIRCLE
2273199,Archived,Other,"Told ""f.off n-word"" by security guard in front of MANY African-American families after I asked him why he let people park in fire lane",2016-02-29 21:02:00,2016-03-01 12:28:00,15.433333333333334,0,29.6639384,-82.3245732,1304 N MAIN ST
7416279,Archived,General Police Enforcement,I'm The General Manager for the SpringHill Suites Gainesville a Homeless camp had set next to our property and creating disturbance at night towards our guest who feel intimidated and bringing there displeasure to social media. There's a very bad smell as they are defecating and urinating and the odor carry over to our property this has to be a health concern for the city and for us.,2020-02-12 15:10:00,2020-02-24 17:05:00,289.9166666666667,1,29.617065,-82.3826025,4021 SW 40TH BLVD
6430618,Archived,Other,"A user reported issues with 311GNV, so we're testing it. :)",2019-08-07 14:52:00,2019-09-20 10:55:00,1052.05,1,29.652764,-82.3231875,200 E UNIVERSITY AVE
4700660,Archived,Vehicle (Abandoned/Non-Operational),Blue Mazda 626 Tag M724GI across from Bivens North on east side of roadway,2018-07-20 14:40:00,2018-07-31 17:07:00,266.45,1,29.62808,-82.342094,2500 SW 14TH DR
4472324,Archived,Trash/Debris (Private Property),"The backyard of this property is filled several feet high with all kinds of furniture, trash and debris.  It is causing a water collection issue, a potential fire hazard, a haven for vermin and pests.  The property was severely damaged by fire on April 8, and very little has been done to clean the property of all the debris.  The property has not been secured, and is essentially open for anyone to get in.  I believe it is a serious safety hazard for the community.  It seems that the homeowner has certainly had plenty of time to have all of the debris removed, and secure the property.",2018-05-21 17:08:00,2018-05-22 16:13:00,23.083333333333332,0,29.6481205,-82.3185476,401 SE 6TH TERR
3132326,Archived,Streetlight/Lamp,"Streetlight facing east, over bike trail is out. Pole number 20448. Located across the street from A Perfect Pie - approximately 1817 NE Waldo Rd.",2017-01-04 18:26:00,2017-01-27 13:37:00,547.1833333333333,1,29.667433706468,-82.3008354126612,WALDO RD GREENWAY-DEPOT AVE RAIL-TRAIL
5137025,Archived,General Code Issue,"Not sure if this is a property code issue or a roadway blockage setback issue.  The hedge along Newberry Road blocks the view, for cars exiting NW 46th St, of the east bound traffic on Newberry Road from the stop sign on NW 46th St.  You have to pull out into the bike path to get a clear view before turning right/east on Newberry Road.  The hedge was just trimmed but the view is still blocked which creates a safety issue for cars exiting NW 46th St, pedestrians on the south sidewalk on Newberry Road and bicyclists eastbound on Newberry Road.",2018-11-20 22:06:00,2018-11-21 09:11:00,11.083333333333334,0,29.6563711254216,-82.3926596312134,412 NW 46TH ST
7614443,Archived,Water Pipe Leaks/Spills,Pipe in bush between Wells Fargo and 13th St is spraying water and has been for a while. Tried calling Wells Fargo and got stuck in phone tree.,2020-04-01 12:56:00,2020-08-13 08:09:00,3211.2166666666667,1,29.6871679623345,-82.3392918654382,3600-3898 NW 13TH ST
4801311,Archived,Building (Abandoned/Damaged),House having this problem for some time,2018-08-15 19:15:00,2018-08-17 08:51:00,37.6,0,29.6820659637451,-82.3473434448242,3119 NW 19TH ST
4291514,Archived,Maintenance Ditch/Drainage/Flooding,,2018-03-31 15:31:00,2018-04-02 08:10:00,40.65,0,29.6472415924072,-82.3861541748047,506-516 SW 40TH TERR
3754677,Archived,Sidewalk Repair,,2017-10-05 19:09:00,2017-10-09 17:21:00,94.2,1,29.6527328491211,-82.3174285888672,111 NE 7TH ST
3088733,Archived,Other,"Going South on Main Street, drivers frequently turn right on Williston Rd. when they are in the left turn only lane. I see it at least 2-3 times a week and I only drive that route once a day during the week. Please have GPD watch and ticket people before a horrible accident happens!",2016-12-06 08:29:00,2017-03-03 14:04:00,2093.5833333333335,1,29.6183990857691,-82.3327307735151,3833-3899 S MAIN ST
3378248,Archived,Street Sign,The sign for the Wednesday school zone hours has been bent so that it is not readable.,2017-05-01 12:03:00,2017-05-01 14:06:00,2.05,0,29.6584401,-82.3472018,720 NW 18 TERR
6583447,Archived,Streetlight/Lamp,"All the streetlights located on the west side of N. Main street and University Avenue all the way to NW 4th Ave are not working. (From Harvest Tyme to Rips Cleaners). They have not been working for months, and have not been repair despite being reported before using this app. Please monitor downtown more often, it is the heart of the city, and it is highly frequent by residents after hours.",2019-08-31 21:09:00,2019-11-13 15:22:00,1770.2166666666667,1,29.652323882552,-82.325134249488,2 W UNIVERSITY AVE
1832345,Archived,Other,Tree from city easement has branches overhanging duplex apartments.  Insurance will not renew unless limbs are cut back 15 ft from roofline.,2015-08-07 06:59:00,2015-08-11 16:50:00,105.85,1,29.6451672744645,-82.3351745037048,718 SW 10TH ST
6752333,Archived,Vehicle (Abandoned/Non-Operational),"I know this car was tagged already, but there are now people living in it. There are bikes, food trash, blankets, etc. Its been in this state for weeks, can it be removed?",2019-09-30 09:47:00,2019-10-01 08:01:00,22.233333333333334,0,29.6548382750205,-82.3330042935465,332 NW 8TH ST
4374294,Archived,Vehicle (Abandoned/Non-Operational),,2018-04-25 12:02:00,2018-04-26 13:51:00,25.816666666666666,0,29.6488306,-82.3322085,305 SW 7 TERR
4250329,Archived,Other,"Rec'd via Twitter: ""Hey @GainesvilleGov, will you please fix this!? It’s in the median at NE 3rd St and 2nd Ave. It’s been like this for months whenever the sprinkler system comes on. It’s wasting a ton of water.""
Video available for viewing at https://twitter.com/maavera/status/975546119844491266",2018-03-19 10:48:00,2018-03-20 09:32:00,22.733333333333334,0,29.6533474,-82.3223842,NE 3RD ST AND NE 2ND AVE
3679940,Archived,Street Sign,Sign leaning into sidewalk and street.,2017-09-03 16:18:00,2017-09-05 08:02:00,39.733333333333334,0,29.6610857996488,-82.3278766090918,301 NW 10TH AVE
5947974,Archived,Traffic/Pedestrian Signal,The traffic light leading to I-75 as well as the light leading to Fred Bear Rd. are flashing yellow/red. Traffic isn't yielding and it's starting to build up.,2019-05-31 18:23:00,2019-06-03 09:26:00,63.05,0,29.6025242656156,-82.3731708526611,SR-121 S
5302924,Archived,Vehicle (Abandoned/Non-Operational),A second abandoned bike locked to bike rack at northwest corner of SW 1st St and SW 1st Ave. Could it also please be removed?,2019-01-17 20:41:00,2019-01-22 08:59:00,108.3,1,29.6507570531806,-82.3259608389828,100 SW 2ND AVE
3611346,Archived,General Code Issue,There is a business operating from here and cars parked all over the street from employees. Need to make sure they are paying any additional fees or taxes.,2017-08-04 11:09:00,2017-08-04 14:00:00,2.85,0,29.6680808,-82.3839405,1711 NW 39TH DR
3832907,Archived,Trash/Debris (Private Property),"There is an open construction dumpster on a truck bed next to the church that is full of rotten, smelly garbage. The truck has been parked there for a few days and there are no signs that anyone is there to deal with it.",2017-10-31 06:29:00,2017-10-31 08:30:00,2.0166666666666666,0,29.6661977711078,-82.3060052428907,1433 NE 16TH AVE
8211433,Archived,Trash/Debris (Private Property),"It looks like the trash hasn't been collected for at least a week, as the dumpster is overflowing, and there's trash on the ground (cardboard).",2020-07-17 15:03:00,2020-07-20 08:54:00,65.85,0,29.6528,-82.3438638888889,1601-1653 NW 1ST AVE
7404191,Archived,Grass (Overgrown),Overgrown grass and weed. Potential tick and mosquito issues.,2020-02-10 10:28:00,2020-02-10 14:28:00,4.0,0,29.704347,-82.356273,2322 NW 54TH AVE
4680178,Archived,Residential Rental Maintenance,"I am a tenant of sunset apartments.....my children and I have been living here since 2012, and have endured deadly issues such as mold, flooding, among other things. I would like to report these issues and hooefhhop get them resolved. Thanks",2018-07-16 04:24:00,2018-07-17 09:03:00,28.65,0,29.6657321,-82.3374616,1500 NW 12TH ST N4
2926449,Archived,Vehicle (Abandoned/Non-Operational),"White Oldsmobile
BT4250 expired 11/14
rear driver tire flat",2016-09-21 17:21:00,2016-09-22 17:14:00,23.883333333333333,0,29.6462491,-82.3296198,500 SW 6TH PL
1956955,Archived,Trash/Debris (Private Property),The issue of trash not being put out for pickup has not been resolved. There is still a lot of disgusting trash piled up next to the driveway on the 7th Avenue side of the  yard. Please cite this landlord and contact the tenant regarding this problem as soon as possible. This trash has been there for months and months.,2015-10-05 17:42:00,2015-10-05 17:58:00,0.26666666666666666,0,29.6635583470969,-82.3337688931776,710 NW 4TH ST
6916080,Archived,Garbage Pick Up & Recycling,"For the last several weeks our street gets skipped for yard waste pick up. 

Service has become sporadic instead of weekly.

Please resume weekly service.

Thank you",2019-11-01 12:08:00,2019-11-04 15:42:00,75.56666666666666,1,29.6685596,-82.3315769,1803 NW 7TH ST
4894136,Archived,Grass (Overgrown),"The yard is overgrown with tall grass, weeds, and downed wood. It is an eyesore.",2018-09-10 23:39:00,2018-09-12 09:47:00,34.13333333333333,0,29.6695297,-82.3302889,516 NW 19TH AVE
4154088,Archived,Road Repair,There are between 40 to 50 individual potholes. All of these potholes are running down the southbound lane of NW. 62nd St.,2018-02-22 10:00:00,2018-03-15 18:30:00,512.5,1,29.6590509558235,-82.4089054565431,BURGER KING
2418830,Archived,Vehicle (Abandoned/Non-Operational),Vehicle is blocking turn lane for northbound traffic. Gold Ford Thunderbird.,2016-04-20 16:39:00,2016-04-21 09:43:00,17.066666666666666,0,29.6399173736572,-82.3984909057617,1999 HOWZE RD
5552035,Archived,Tree/Limbs (Public Property),"Overgrown vines and trees on former Presidents residence, making very hard to see oncoming traffic at intersection of 2nd and 23rd St",2019-03-18 14:45:00,2019-03-19 09:32:00,18.783333333333335,0,29.65063130445,-82.3561921113461,124 SW 23RD ST
5063777,Archived,Trash/Debris (Public Property),the solar compactor at the possum Creek Park pavilion is completely full you can't even open the door.  I believe this is a common occurrence maybe a second garbage can would be more appropriate,2018-10-27 17:41:00,2018-10-29 09:16:00,39.583333333333336,0,29.7014382,-82.3846811,5014 NW 39TH TERR
6729356,Archived,Trash/Debris (Private Property),"Multiple locations of overgrown private vegetation along this block of NE 4th St, blocking and/or interfering with comfortable pedestrian movement between NE 8th Ave and the Thomas Center.",2019-09-25 14:32:00,2019-09-26 08:34:00,18.033333333333335,0,29.6583059076732,-82.3216089797045,701–799 NE 4TH ST
3506303,Archived,Street Sign,The street name sign is missing at the intersection of SW 16th Ave / SR 226 / SR 24A & SW Archer Rd westbound on SW Archer Rd.,2017-06-21 18:07:00,2017-06-22 08:57:00,14.833333333333334,0,29.6354430561031,-82.3542004562778,2306 SW ARCHER RD
4500368,Archived,Sidewalk Repair,The sidewalk is not even and is a trip hazard.,2018-05-29 17:04:00,2018-05-30 17:50:00,24.766666666666666,0,29.7300011223746,-82.4001444488864,NW 82ND BLVD
4239856,Archived,Traffic/Pedestrian Signal,"Sorry, the previous issue reported by myself was described incorrectly.  The problem is with traffic turning from west bound Williston Rd to go south on 34th St towards the Farm Bureau, not north bound.   Thanks again.   Chris Welch",2018-03-15 12:09:00,2018-03-15 12:55:00,0.7666666666666667,0,29.6037916,-82.3710306,34TH ST AND WILISTON RD
3629361,Archived,Grass (Overgrown),NW Corner of NE 9th Ave (Home),2017-08-11 18:54:00,2017-08-14 09:56:00,63.03333333333333,0,29.6600507,-82.3159521,NE 9TH AVE AND NE 8TH ST
